,,date_time,week,type,sales_rep,number_of_sales,gross_sales,number_of_estimates,estimates_processed
11400,11400,2022-02-11 10:29:00,7,Estimate,"Quintana, Jesus",0,83.9658526133115,1,0
11401,11401,2022-02-11 10:30:00,7,Customer Invoice,"Bateman, Patrick",1,454.865126634362,0,0
11402,11402,2022-02-11 10:34:00,7,Estimate,"Bolton, Michael",0,5615.718476966583,1,0
11403,11403,2022-02-11 10:35:00,7,Customer Invoice,"Gompert, Katherine",1,3935.998920340944,0,0
11404,11404,2022-02-11 10:39:00,7,Estimate,"Bolton, Michael",0,1093.0962026308196,1,0
11405,11405,2022-02-11 11:02:00,7,Estimate,"Cyrus, Mylie",0,758.6189283743968,1,0
11406,11406,2022-02-11 11:06:00,7,Customer Invoice,"Gompert, Katherine",1,7.278184535002623,0,0
11407,11407,2022-02-11 11:34:00,7,Customer Invoice,"Garcia, Jerry",1,222.68403455775857,0,0
11408,11408,2022-02-11 12:04:00,7,Estimate,"Garcia, Jerry",0,123.06903276543488,1,1
11409,11409,2022-02-11 12:30:00,7,Estimate,"Garcia, Jerry",0,451.33141509848565,1,0
11410,11410,2022-02-11 14:13:00,7,Estimate,"Gompert, Katherine",0,5948.534388116912,1,0
11411,11411,2022-02-11 14:43:00,7,Estimate,"Cyrus, Mylie",0,968.3009557621797,1,1
11412,11412,2022-02-11 14:44:00,7,Customer Invoice,"Cyrus, Mylie",1,1010.2977135848685,0,0
11413,11413,2022-02-11 14:54:00,7,Estimate,"Quintana, Jesus",0,148.916649413693,1,1
11414,11414,2022-02-11 15:34:00,7,Estimate,"Gompert, Katherine",0,481.73472815726893,1,1
11415,11415,2022-02-11 15:37:00,7,Customer Invoice,"Gompert, Katherine",1,482.1572502516497,0,0
11416,11416,2022-02-11 15:39:00,7,Estimate,"Cyrus, Mylie",0,14.153493725154465,1,1
11417,11417,2022-02-11 15:40:00,7,Customer Invoice,"Cyrus, Mylie",1,13.054371545430783,0,0
11418,11418,2022-02-11 15:48:00,7,Estimate,"Gompert, Katherine",0,989.1815976695873,1,1
11419,11419,2022-02-11 15:58:00,7,Customer Invoice,"Cyrus, Mylie",1,1812.5445060331954,0,0
11420,11420,2022-02-11 16:59:00,7,Customer Invoice,"Gompert, Katherine",1,1126.8728437968944,0,0
11421,11421,2022-02-12 9:46:00,7,Customer Invoice,"Lumbergh, Bill",1,865.2179996280635,0,0
11422,11422,2022-02-12 9:49:00,7,Customer Invoice,"Lumbergh, Bill",1,114.19849232983275,0,0
11423,11423,2022-02-12 10:10:00,7,Estimate,"Lumbergh, Bill",0,280.55696718473206,1,1
11424,11424,2022-02-12 10:12:00,7,Customer Invoice,"Lumbergh, Bill",1,247.0316385170481,0,0
11425,11425,2022-02-12 10:19:00,7,Estimate,"Lumbergh, Bill",0,6218.169730012511,1,0
11426,11426,2022-02-12 10:36:00,7,Customer Invoice,"Van Dyne, Joelle",1,549.9463266511731,0,0
11427,11427,2022-02-12 11:18:00,7,Estimate,"Lumbergh, Bill",0,2163.557710502813,1,0
11428,11428,2022-02-12 12:06:00,7,Estimate,"Lumbergh, Bill",0,1627.2006447699666,1,1
11429,11429,2022-02-12 13:40:00,7,Estimate,"Cyrus, Mylie",0,869.446583842403,1,1
11430,11430,2022-02-12 13:41:00,7,Customer Invoice,"Cyrus, Mylie",1,808.8671963061693,0,0
11431,11431,2022-02-12 14:01:00,7,Estimate,"Lumbergh, Bill",0,8267.782825473043,1,1
11432,11432,2022-02-12 14:07:00,7,Estimate,"Van Dyne, Joelle",0,1140.0485306009132,1,0
11433,11433,2022-02-12 14:36:00,7,Estimate,"Lumbergh, Bill",0,1230.4360495944202,1,1
11434,11434,2022-02-12 14:43:00,7,Customer Invoice,"Lumbergh, Bill",1,1376.6289069766271,0,0
11435,11435,2022-02-12 15:25:00,7,Estimate,"Lumbergh, Bill",0,335.5666986858713,1,1
11436,11436,2022-02-12 15:26:00,7,Customer Invoice,"Lumbergh, Bill",1,317.5120928259353,0,0
11437,11437,2022-02-12 15:50:00,7,Estimate,"Cyrus, Mylie",0,233.7708861257923,1,1
11438,11438,2022-02-12 15:50:00,7,Customer Invoice,"Cyrus, Mylie",1,251.7585340568967,0,0
11439,11439,2022-02-13 8:08:00,7,Customer Invoice,"Bolton, Michael",1,2294.382141039937,0,0
11440,11440,2022-02-13 11:14:00,7,Estimate,"Van Dyne, Joelle",0,1567.5237365752826,1,1
11441,11441,2022-02-13 12:10:00,7,Estimate,"Quintana, Jesus",0,833.01763542144,1,0
11442,11442,2022-02-14 8:44:00,8,Customer Invoice,"Bateman, Patrick",1,746.3135341530356,0,0
11443,11443,2022-02-14 9:54:00,8,Estimate,"Lumbergh, Bill",0,2384.0821617211245,1,0
11444,11444,2022-02-14 10:14:00,8,Customer Invoice,"Van Dyne, Joelle",1,1167.1241129015184,0,0
11445,11445,2022-02-14 10:19:00,8,Estimate,"Bolton, Michael",0,673.1418273489559,1,0
11446,11446,2022-02-14 10:49:00,8,Estimate,"Bolton, Michael",0,142.4946787094156,1,1
11447,11447,2022-02-14 10:49:00,8,Estimate,"Bolton, Michael",0,38796.49036292138,1,1
11448,11448,2022-02-14 10:53:00,8,Customer Invoice,"Garcia, Jerry",1,1844.0966662730389,0,0
11449,11449,2022-02-14 11:06:00,8,Estimate,"Quintana, Jesus",0,3413.7641042963733,1,1
11450,11450,2022-02-14 11:12:00,8,Estimate,"Bolton, Michael",0,139.1497079718136,1,0
11451,11451,2022-02-14 11:16:00,8,Customer Invoice,"Bolton, Michael",1,135.9042868367729,0,0
11452,11452,2022-02-14 11:40:00,8,Estimate,"Van Dyne, Joelle",0,233.1735989513215,1,1
11453,11453,2022-02-14 12:12:00,8,Estimate,"Bolton, Michael",0,649.7853436421783,1,1
11454,11454,2022-02-14 12:17:00,8,Customer Invoice,"Quintana, Jesus",1,166.573516382199,0,0
11455,11455,2022-02-14 12:56:00,8,Customer Invoice,"Lumbergh, Bill",1,6484.305033026479,0,0
11456,11456,2022-02-14 13:17:00,8,Estimate,"Cyrus, Mylie",0,4047.0836600381604,1,1
11457,11457,2022-02-14 13:18:00,8,Estimate,"Van Dyne, Joelle",0,182.2638906791072,1,0
11458,11458,2022-02-14 13:20:00,8,Customer Invoice,"Gompert, Katherine",1,3732.0756945695375,0,0
11459,11459,2022-02-14 13:25:00,8,Customer Invoice,"Van Dyne, Joelle",1,4718.299705075145,0,0
11460,11460,2022-02-14 13:33:00,8,Estimate,"Lumbergh, Bill",0,16208.470305475465,1,1
11461,11461,2022-02-09 13:43:00,7,Customer Invoice,"Cyrus, Mylie",1,11758.861708680368,0,0
11462,11462,2022-02-14 14:06:00,8,Estimate,"Garcia, Jerry",0,1431.0923635145011,1,0
11463,11463,2022-02-14 14:08:00,8,Estimate,"Garcia, Jerry",0,390.4841031217016,1,0
11464,11464,2022-02-14 14:11:00,8,Estimate,"Garcia, Jerry",0,136.1560957633875,1,0
11465,11465,2022-02-14 14:44:00,8,Estimate,"Cyrus, Mylie",0,130.081578398847,1,1
11466,11466,2022-02-14 14:57:00,8,Cash Sale,"Van Dyne, Joelle",1,258.5066237985341,0,0
11467,11467,2022-02-14 15:30:00,8,Customer Invoice,"Van Dyne, Joelle",1,268.4310376453798,0,0
11468,11468,2022-02-14 15:57:00,8,Estimate,"Bateman, Patrick",0,7631.914144019114,1,0
11469,11469,2022-02-14 16:12:00,8,Estimate,"Van Dyne, Joelle",0,2281.9071265167904,1,0
11470,11470,2022-02-14 16:16:00,8,Estimate,"Cyrus, Mylie",0,757.2646400870324,1,0
11471,11471,2022-02-14 16:23:00,8,Customer Invoice,"Lumbergh, Bill",1,3393.770358496499,0,0
11472,11472,2022-02-14 17:21:00,8,Estimate,"Van Dyne, Joelle",0,739.1377984756331,1,0
11473,11473,2022-02-15 8:10:00,8,Customer Invoice,"Lumbergh, Bill",1,6309.551596433286,0,0
11474,11474,2022-02-15 9:20:00,8,Estimate,"Van Dyne, Joelle",0,917.7725179158066,1,1
11475,11475,2022-02-15 10:10:00,8,Estimate,"Quintana, Jesus",0,1304.6428804343882,1,1
11476,11476,2022-02-15 10:13:00,8,Estimate,"Cyrus, Mylie",0,4068.020416418694,1,1
11477,11477,2022-02-15 10:39:00,8,Estimate,"Lumbergh, Bill",0,1233.7622386903752,1,0
11478,11478,2022-02-15 11:46:00,8,Customer Invoice,"Van Dyne, Joelle",1,889.3211493362899,0,0
11479,11479,2022-02-15 11:49:00,8,Estimate,"Lumbergh, Bill",0,29758.386216657524,1,0
11480,11480,2022-02-15 12:21:00,8,Estimate,"Lumbergh, Bill",0,2102.2667106602885,1,1
11481,11481,2022-02-15 12:25:00,8,Customer Invoice,"Lumbergh, Bill",1,1941.3881030761213,0,0
11482,11482,2022-02-15 13:11:00,8,Estimate,"Van Dyne, Joelle",0,3172.7107864601494,1,0
11483,11483,2022-02-15 14:02:00,8,Estimate,"Lumbergh, Bill",0,889.307923787972,1,1
11484,11484,2022-02-15 14:08:00,8,Customer Invoice,"Lumbergh, Bill",1,845.142505300879,0,0
11485,11485,2022-02-15 14:11:00,8,Estimate,"Garcia, Jerry",0,62.479971396788386,1,0
11486,11486,2022-02-15 14:32:00,8,Estimate,"Cyrus, Mylie",0,1096.5819696111876,1,1
11487,11487,2022-02-15 14:57:00,8,Estimate,"Lumbergh, Bill",0,4206.571294767622,1,1
11488,11488,2022-02-15 15:06:00,8,Customer Invoice,"Cyrus, Mylie",1,4558.933555060991,0,0
11489,11489,2022-02-15 15:13:00,8,Estimate,"Lumbergh, Bill",0,3410.913143737863,1,1
11490,11490,2022-02-15 15:22:00,8,Estimate,"Lumbergh, Bill",0,2032.9953464810499,1,1
11491,11491,2022-02-15 16:07:00,8,Estimate,"Bateman, Patrick",0,5118.627042503844,1,1
11492,11492,2022-02-15 17:08:00,8,Customer Invoice,"Quintana, Jesus",1,1429.502707452217,0,0
11493,11493,2022-02-16 8:49:00,8,Estimate,"Van Dyne, Joelle",0,1301.023188429857,1,1
11494,11494,2022-02-16 9:15:00,8,Estimate,"Van Dyne, Joelle",0,2911.0109033779863,1,0
11495,11495,2022-02-16 10:26:00,8,Estimate,"Lumbergh, Bill",0,1886.0379392857533,1,1
11496,11496,2022-02-16 10:42:00,8,Customer Invoice,"Van Dyne, Joelle",1,1296.6715913021674,0,0
11497,11497,2022-02-16 10:54:00,8,Estimate,"Lumbergh, Bill",0,250.83724852424632,1,0
11498,11498,2022-02-16 11:10:00,8,Estimate,"Quintana, Jesus",0,791.5860811977443,1,0
11499,11499,2022-02-16 11:22:00,8,Estimate,"Van Dyne, Joelle",0,1991.8989502404688,1,0
11500,11500,2022-02-16 11:23:00,8,Customer Invoice,"Cyrus, Mylie",1,111.08450849351134,0,0
11501,11501,2022-02-16 11:24:00,8,Estimate,"Bolton, Michael",0,349.4898252211283,1,1
11502,11502,2022-02-16 11:28:00,8,Customer Invoice,"Bolton, Michael",1,338.6641007219821,0,0
11503,11503,2022-02-16 11:32:00,8,Customer Invoice,"Garcia, Jerry",1,123.91242536888528,0,0
11504,11504,2022-02-16 13:00:00,8,Estimate,"Quintana, Jesus",0,2282.60253201382,1,1
11505,11505,2022-02-16 13:55:00,8,Estimate,"Quintana, Jesus",0,596.0852096376101,1,0
11506,11506,2022-02-16 14:51:00,8,Estimate,"Lumbergh, Bill",0,1689.005102051076,1,1
11507,11507,2022-02-16 14:51:00,8,Customer Invoice,"Lumbergh, Bill",1,1994.619047258571,0,0
11508,11508,2022-02-16 14:54:00,8,Customer Invoice,"Van Dyne, Joelle",1,4881.788668362741,0,0
11509,11509,2022-02-16 15:06:00,8,Estimate,"Lumbergh, Bill",0,1084.777773449516,1,1
11510,11510,2022-02-16 15:26:00,8,Estimate,"Gompert, Katherine",0,1594.958888780215,1,0
11511,11511,2022-02-16 15:44:00,8,Estimate,"Quintana, Jesus",0,159.7466179450508,1,1
11512,11512,2022-02-16 16:30:00,8,Estimate,"Quintana, Jesus",0,1853.2279113361078,1,1
11513,11513,2022-02-16 16:40:00,8,Estimate,"Gompert, Katherine",0,7158.537146011353,1,1
11514,11514,2022-02-16 16:49:00,8,Customer Invoice,"Gompert, Katherine",1,4598.842984389646,0,0
11515,11515,2022-02-16 16:52:00,8,Customer Invoice,"Lumbergh, Bill",1,3741.729123509957,0,0
11516,11516,2022-02-16 16:57:00,8,Customer Invoice,"Lumbergh, Bill",1,4543.354397922485,0,0
11517,11517,2022-02-16 17:01:00,8,Customer Invoice,"Cyrus, Mylie",1,1140.0757801189095,0,0
11518,11518,2022-02-17 9:07:00,8,Customer Invoice,"Lumbergh, Bill",1,7567.612056042278,0,0
11519,11519,2022-02-17 10:20:00,8,Estimate,"Gompert, Katherine",0,1376.85361448031,1,0
11520,11520,2022-02-17 10:22:00,8,Customer Invoice,"Lumbergh, Bill",1,1294.2191481331922,0,0
11521,11521,2022-02-17 11:31:00,8,Estimate,"Quintana, Jesus",0,222.73599698664768,1,1
11522,11522,2022-02-17 11:32:00,8,Customer Invoice,"Quintana, Jesus",1,190.9947363229117,0,0
11523,11523,2022-02-17 11:40:00,8,Customer Invoice,"Quintana, Jesus",1,142.48589838779714,0,0
11524,11524,2022-02-17 11:48:00,8,Customer Invoice,"Quintana, Jesus",1,2044.3293242887044,0,0
11525,11525,2022-02-17 11:53:00,8,Estimate,"Quintana, Jesus",0,835.222037433904,1,1
11526,11526,2022-02-17 11:54:00,8,Customer Invoice,"Quintana, Jesus",1,832.7076030773999,0,0
11527,11527,2022-02-17 12:17:00,8,Estimate,"Van Dyne, Joelle",0,634.5343187645199,1,0
11528,11528,2022-02-17 12:47:00,8,Estimate,"Gompert, Katherine",0,1862.0744695791752,1,1
11529,11529,2022-02-17 13:32:00,8,Estimate,"Bateman, Patrick",0,2137.218798217982,1,1
11530,11530,2022-02-17 13:59:00,8,Customer Invoice,"Lumbergh, Bill",1,987.0566648765566,0,0
11531,11531,2022-02-17 14:39:00,8,Estimate,"Quintana, Jesus",0,846.5748186461864,1,1
11532,11532,2022-02-17 14:44:00,8,Estimate,"Van Dyne, Joelle",0,129.1413089803438,1,1
11533,11533,2022-02-17 14:45:00,8,Customer Invoice,"Van Dyne, Joelle",1,151.27161500433238,0,0
11534,11534,2022-02-17 14:58:00,8,Customer Invoice,"Cyrus, Mylie",1,780.1467541289815,0,0
11535,11535,2022-02-17 15:30:00,8,Estimate,"Quintana, Jesus",0,776.9944478840514,1,0
11536,11536,2022-02-17 15:46:00,8,Estimate,"Lumbergh, Bill",0,1694.5446904537282,1,1
11537,11537,2022-02-17 15:56:00,8,Customer Invoice,"Bolton, Michael",1,863.9733833862008,0,0
11538,11538,2022-02-17 16:03:00,8,Customer Invoice,"Bolton, Michael",1,582.8597961098628,0,0
11539,11539,2022-02-17 16:03:00,8,Estimate,"Gompert, Katherine",0,3703.4286854465963,1,0
11540,11540,2022-02-17 16:40:00,8,Estimate,"Cyrus, Mylie",0,146.97255395925913,1,1
11541,11541,2022-02-17 16:41:00,8,Customer Invoice,"Cyrus, Mylie",1,174.22285543937898,0,0
11542,11542,2022-02-17 17:13:00,8,Estimate,"Gompert, Katherine",0,1657.8881626553298,1,1
11543,11543,2022-02-17 18:50:00,8,Estimate,"Gompert, Katherine",0,2184.8003850074156,1,1
11544,11544,2022-02-17 18:56:00,8,Estimate,"Gompert, Katherine",0,1060.7765698030935,1,0
11545,11545,2022-02-18 7:33:00,8,Estimate,"Bateman, Patrick",0,67.73210003944723,1,0
11546,11546,2022-02-18 8:33:00,8,Customer Invoice,"Garcia, Jerry",1,1465.9603551068496,0,0
11547,11547,2022-02-18 8:46:00,8,Estimate,"Garcia, Jerry",0,1489.609543655995,1,1
11548,11548,2022-02-18 9:08:00,8,Customer Invoice,"Van Dyne, Joelle",1,237.34274832247613,0,0
11549,11549,2022-02-18 9:25:00,8,Estimate,"Bolton, Michael",0,768.0054690736467,1,1
11550,11550,2022-02-18 9:35:00,8,Estimate,"Lumbergh, Bill",0,3439.2986558039875,1,1
11551,11551,2022-02-18 9:38:00,8,Customer Invoice,"Cyrus, Mylie",1,47.53545863755856,0,0
11552,11552,2022-02-18 9:44:00,8,Customer Invoice,"Bateman, Patrick",1,66.00442536388331,0,0
11553,11553,2022-02-18 9:46:00,8,Customer Invoice,"Bolton, Michael",1,771.8893484814395,0,0
11554,11554,2022-02-18 11:26:00,8,Customer Invoice,"Gompert, Katherine",1,687.9148206578078,0,0
11555,11555,2022-02-18 11:44:00,8,Customer Invoice,"Gompert, Katherine",1,15.905367241185413,0,0
11556,11556,2022-02-18 11:44:00,8,Estimate,"Garcia, Jerry",0,54.98866119615967,1,1
11557,11557,2022-02-18 11:56:00,8,Estimate,"Lumbergh, Bill",0,1429.558061228288,1,1
11558,11558,2022-02-18 11:57:00,8,Customer Invoice,"Lumbergh, Bill",1,1687.0147589533076,0,0
11559,11559,2022-02-18 12:12:00,8,Estimate,"Gompert, Katherine",0,861.6611756916516,1,1
11560,11560,2022-02-18 12:15:00,8,Customer Invoice,"Gompert, Katherine",1,935.6787715883149,0,0
11561,11561,2022-02-18 12:15:00,8,Estimate,"Bolton, Michael",0,285.86647880799745,1,1
11562,11562,2022-02-18 13:04:00,8,Customer Invoice,"Bateman, Patrick",1,2335.8798331413554,0,0
11563,11563,2022-02-18 13:09:00,8,Customer Invoice,"Garcia, Jerry",1,52.04191996891391,0,0
11564,11564,2022-02-18 13:21:00,8,Estimate,"Cyrus, Mylie",0,483.70267577598105,1,1
11565,11565,2022-02-18 13:22:00,8,Customer Invoice,"Cyrus, Mylie",1,459.6229388255766,0,0
11566,11566,2022-02-18 13:38:00,8,Estimate,"Lumbergh, Bill",0,7070.568050566571,1,1
11567,11567,2022-02-18 13:39:00,8,Customer Invoice,"Lumbergh, Bill",1,8364.402723296282,0,0
11568,11568,2022-02-18 14:21:00,8,Customer Invoice,"Garcia, Jerry",1,901.052256506414,0,0
11569,11569,2022-02-18 15:03:00,8,Customer Invoice,"Bateman, Patrick",1,996.0488688006558,0,0
11570,11570,2022-02-18 15:12:00,8,Estimate,"Bateman, Patrick",0,21310.01861971051,1,0
11571,11571,2022-02-18 15:13:00,8,Estimate,"Bateman, Patrick",0,21925.49051178843,1,0
11572,11572,2022-02-18 15:24:00,8,Cash Sale,"Bolton, Michael",1,303.4064130590245,0,0
11573,11573,2022-02-18 15:25:00,8,Estimate,"Bateman, Patrick",0,20382.79498354647,1,1
11574,11574,2022-02-18 16:06:00,8,Customer Invoice,"Lumbergh, Bill",1,4032.640440832119,0,0
11575,11575,2022-02-19 11:22:00,8,Estimate,"Gompert, Katherine",0,1567.2211549710598,1,1
11576,11576,2022-02-19 11:24:00,8,Customer Invoice,"Gompert, Katherine",1,1493.1330645076,0,0
11577,11577,2022-02-19 14:15:00,8,Customer Invoice,"Garcia, Jerry",1,102.36942010231525,0,0
11578,11578,2022-02-19 14:24:00,8,Estimate,"Portwood, Dom",0,623.710696453059,1,1
11579,11579,2022-02-19 14:26:00,8,Customer Invoice,"Portwood, Dom",1,619.6036850434386,0,0
11580,11580,2022-02-19 14:44:00,8,Customer Invoice,"Garcia, Jerry",1,331.64238661706844,0,0
11581,11581,2022-02-19 14:46:00,8,Estimate,"Bolton, Michael",0,5125.295175100552,1,1
11582,11582,2022-02-19 15:04:00,8,Estimate,"Gompert, Katherine",0,1209.9897222089446,1,0
11583,11583,2022-02-19 15:33:00,8,Estimate,"Garcia, Jerry",0,734.3975157855438,1,0
11584,11584,2022-02-19 16:16:00,8,Estimate,"Portwood, Dom",0,466.6722744235408,1,1
11585,11585,2022-02-19 16:21:00,8,Customer Invoice,"Portwood, Dom",1,522.7521242434327,0,0
11586,11586,2022-02-19 16:37:00,8,Estimate,"Garcia, Jerry",0,7161.928888647336,1,1
11587,11587,2022-02-19 16:48:00,8,Customer Invoice,"Garcia, Jerry",1,1560.5598192175426,0,0
11588,11588,2022-02-19 16:53:00,8,Estimate,"Gompert, Katherine",0,120.29417501808258,1,1
11589,11589,2022-02-19 16:54:00,8,Customer Invoice,"Gompert, Katherine",1,139.11710970606256,0,0
11590,11590,2022-02-19 17:03:00,8,Customer Invoice,"Gompert, Katherine",1,120.77804513357681,0,0
11591,11591,2022-02-19 17:13:00,8,Estimate,"Gompert, Katherine",0,611.9328780312492,1,1
11592,11592,2022-02-20 10:40:00,8,Estimate,"Lumbergh, Bill",0,18646.657611250805,1,0
11593,11593,2022-02-20 12:27:00,8,Customer Invoice,"Garcia, Jerry",1,2249.253405758467,0,0
11594,11594,2022-02-20 13:00:00,8,Estimate,"Lumbergh, Bill",0,976.4394945003446,1,1
11595,11595,2022-02-20 13:33:00,8,Estimate,"Garcia, Jerry",0,1892.706188493421,1,0
11596,11596,2022-02-20 14:16:00,8,Estimate,"Lumbergh, Bill",0,617.5068743491026,1,1
11597,11597,2022-02-20 14:26:00,8,Customer Invoice,"Garcia, Jerry",1,1394.0232958895087,0,0
11598,11598,2022-02-20 14:46:00,8,Estimate,"Cyrus, Mylie",0,394.77892791429105,1,1
11599,11599,2022-02-20 15:19:00,8,Estimate,"Lumbergh, Bill",0,413.5447838419422,1,1
11600,11600,2022-02-20 15:21:00,8,Customer Invoice,"Lumbergh, Bill",1,496.2993892885079,0,0
11601,11601,2022-02-21 9:25:00,9,Customer Invoice,"Quintana, Jesus",1,3771.2669682492524,0,0
11602,11602,2022-02-21 9:47:00,9,Estimate,"Quintana, Jesus",0,2142.3147172699237,1,0
11603,11603,2022-02-21 9:54:00,9,Estimate,"Bolton, Michael",0,1935.9328664334053,1,1
11604,11604,2022-02-21 10:04:00,9,Estimate,"Van Dyne, Joelle",0,298.1204972152932,1,1
11605,11605,2022-02-21 10:05:00,9,Customer Invoice,"Van Dyne, Joelle",1,307.0238543936919,0,0
11606,11606,2022-02-21 10:10:00,9,Customer Invoice,"Cyrus, Mylie",1,637.3675317916276,0,0
11607,11607,2022-02-21 10:10:00,9,Customer Invoice,"Bolton, Michael",1,4671.779292905164,0,0
11608,11608,2022-02-21 10:16:00,9,Estimate,"Quintana, Jesus",0,330.0314742475116,1,1
11609,11609,2022-02-21 10:18:00,9,Estimate,"Lumbergh, Bill",0,340.49113666511664,1,1
11610,11610,2022-02-21 10:18:00,9,Customer Invoice,"Bolton, Michael",1,2166.945469439226,0,0
11611,11611,2022-02-21 10:26:00,9,Customer Invoice,"Quintana, Jesus",1,347.5271940285968,0,0
11612,11612,2022-02-21 10:48:00,9,Customer Invoice,"Van Dyne, Joelle",1,139.27627798583032,0,0
11613,11613,2022-02-21 10:53:00,9,Customer Invoice,"Van Dyne, Joelle",1,262.46412097094253,0,0
11614,11614,2022-02-21 11:12:00,9,Estimate,"Van Dyne, Joelle",0,1268.256007781269,1,1
11615,11615,2022-02-21 11:20:00,9,Customer Invoice,"Lumbergh, Bill",1,878.9735341361652,0,0
11616,11616,2022-02-21 11:22:00,9,Estimate,"Van Dyne, Joelle",0,1444.5717490578263,1,1
11617,11617,2022-02-21 11:24:00,9,Customer Invoice,"Van Dyne, Joelle",1,1385.16923566335,0,0
11618,11618,2022-02-21 11:30:00,9,Estimate,"Van Dyne, Joelle",0,745.874944772103,1,0
11619,11619,2022-02-21 12:08:00,9,Estimate,"Quintana, Jesus",0,2013.3176379346194,1,1
11620,11620,2022-02-21 12:09:00,9,Customer Invoice,"Quintana, Jesus",1,1985.305965095198,0,0
11621,11621,2022-02-21 12:11:00,9,Estimate,"Van Dyne, Joelle",0,545.8387318352825,1,1
11622,11622,2022-02-21 12:13:00,9,Customer Invoice,"Van Dyne, Joelle",1,468.8095960113215,0,0
11623,11623,2022-02-21 12:20:00,9,Estimate,"Lumbergh, Bill",0,832.0225368106102,1,0
11624,11624,2022-02-21 12:48:00,9,Estimate,"Lumbergh, Bill",0,1643.8363258422044,1,1
11625,11625,2022-02-21 13:00:00,9,Customer Invoice,"Gompert, Katherine",1,288.2561333199769,0,0
11626,11626,2022-02-21 13:03:00,9,Customer Invoice,"Lumbergh, Bill",1,1583.4822811260678,0,0
11627,11627,2022-02-21 13:25:00,9,Estimate,"Cyrus, Mylie",0,2273.7561182614527,1,0
11628,11628,2022-02-21 13:26:00,9,Estimate,"Van Dyne, Joelle",0,473.01810852099663,1,1
11629,11629,2022-02-21 13:34:00,9,Estimate,"Van Dyne, Joelle",0,1218.6372914311235,1,0
11630,11630,2022-02-21 13:47:00,9,Cash Sale,"Lumbergh, Bill",1,512.6926827340983,0,0
11631,11631,2022-02-21 13:56:00,9,Estimate,"Van Dyne, Joelle",0,44414.94635220022,1,0
11632,11632,2022-02-21 14:16:00,9,Estimate,"Bolton, Michael",0,1303.3832573139237,1,1
11633,11633,2022-02-21 14:16:00,9,Customer Invoice,"Bolton, Michael",1,1282.1101144349734,0,0
11634,11634,2022-02-21 14:20:00,9,Estimate,"Lumbergh, Bill",0,585.72929540169,1,1
11635,11635,2022-02-21 14:21:00,9,Customer Invoice,"Lumbergh, Bill",1,621.0455871269145,0,0
11636,11636,2022-02-21 15:04:00,9,Estimate,"Lumbergh, Bill",0,75.37252551548825,1,1
11637,11637,2022-02-21 15:06:00,9,Customer Invoice,"Lumbergh, Bill",1,94.79357991071767,0,0
11638,11638,2022-02-21 15:56:00,9,Estimate,"Garcia, Jerry",0,1124.4390165547898,1,1
11639,11639,2022-02-21 16:35:00,9,Estimate,"Van Dyne, Joelle",0,693.0619673622525,1,0
11640,11640,2022-02-21 16:40:00,9,Estimate,"Lumbergh, Bill",0,10304.3508797405,1,0
11641,11641,2022-02-21 16:53:00,9,Estimate,"Van Dyne, Joelle",0,535.0903914387953,1,1
11642,11642,2022-02-21 16:55:00,9,Customer Invoice,"Van Dyne, Joelle",1,429.6864562488096,0,0
11643,11643,2022-02-22 7:29:00,9,Estimate,"Gompert, Katherine",0,2833.6291258448628,1,1
11644,11644,2022-02-22 9:00:00,9,Customer Invoice,"Bolton, Michael",1,2206.1930052981334,0,0
11645,11645,2022-02-22 9:06:00,9,Cash Sale,"Quintana, Jesus",1,2161.6537314752964,0,0
11646,11646,2022-02-22 10:12:00,9,Estimate,"Quintana, Jesus",0,984.5300667038687,1,1
